Recipe Name,Ingredients,Cost to Make,Npc Value,Profit,Type,Table
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Hardened Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Hardened Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",4236,300,-4086,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",3810,300,-3660,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Leather Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Leather Straps, (2)Constantan Binding, (2)Chunk of Coal",3810,300,-3660,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Leather Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Leather Straps, (2)Copper Binding, (2)Chunk of Coal",3592,300,-3442,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Leather Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Leather Straps, (2)Iron Binding, (2)Chunk of Coal",3592,300,-3442,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Leather Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Leather Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",3930,300,-3780,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",3930,300,-3780,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Supple Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Supple Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",4116,300,-3966,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Supple Leather Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Supple Leather Straps, (2)Constantan Binding, (2)Chunk of Coal",4116,300,-3966,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Supple Leather Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Supple Leather Straps, (2)Copper Binding, (2)Chunk of Coal",3898,300,-3748,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Supple Leather Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Supple Leather Straps, (2)Iron Binding, (2)Chunk of Coal",3898,300,-3748,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Supple Leather Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Supple Leather Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",4236,300,-4086,Production,Blacksmithing
Plate Chest Armor of Greater Defense/Meteoric Iron Plate Chest Armor with Supple Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Meteoric Iron Sheet, (3)Supple Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",4236,300,-4086,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Carapacian Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Carapacian Cloth Straps, (2)Bronze Binding, (2)Chunk of Coal",3060,300,-2910,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Carapacian Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Carapacian Cloth Straps, (2)Constantan Binding, (2)Chunk of Coal",3060,300,-2910,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Carapacian Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Carapacian Cloth Straps, (2)Copper Binding, (2)Chunk of Coal",2842,300,-2692,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Carapacian Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Carapacian Cloth Straps, (2)Iron Binding, (2)Chunk of Coal",2842,300,-2692,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Carapacian Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Carapacian Cloth Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",3180,300,-3030,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Carapacian Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Carapacian Cloth Straps, (2)White Iron Binding, (2)Chunk of Coal",3180,300,-3030,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Cotton Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Cotton Cloth Strap, (2)Bronze Binding, (2)Chunk of Coal",2736,300,-2586,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Cotton Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Cotton Cloth Strap, (2)Constantan Binding, (2)Chunk of Coal",2736,300,-2586,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Cotton Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Cotton Cloth Strap, (2)Copper Binding, (2)Chunk of Coal",2518,300,-2368,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Cotton Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Cotton Cloth Strap, (2)Iron Binding, (2)Chunk of Coal",2518,300,-2368,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Cotton Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Cotton Cloth Strap, (2)Meteoric Iron Binding, (2)Chunk of Coal",2856,300,-2706,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Cotton Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Cotton Cloth Strap, (2)White Iron Binding, (2)Chunk of Coal",2856,300,-2706,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Fustian Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Fustian Cloth Straps, (2)Bronze Binding, (2)Chunk of Coal",3060,300,-2910,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Fustian Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Fustian Cloth Straps, (2)Constantan Binding, (2)Chunk of Coal",3060,300,-2910,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Fustian Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Fustian Cloth Straps, (2)Copper Binding, (2)Chunk of Coal",2842,300,-2692,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Fustian Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Fustian Cloth Straps, (2)Iron Binding, (2)Chunk of Coal",2842,300,-2692,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Fustian Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Fustian Cloth Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",3180,300,-3030,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Fustian Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Fustian Cloth Straps, (2)White Iron Binding, (2)Chunk of Coal",3180,300,-3030,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Hardened Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Hardened Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",3036,300,-2886,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Hardened Leather Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Hardened Leather Straps, (2)Constantan Binding, (2)Chunk of Coal",3036,300,-2886,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Hardened Leather Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Hardened Leather Straps, (2)Copper Binding, (2)Chunk of Coal",2818,300,-2668,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Hardened Leather Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Hardened Leather Straps, (2)Iron Binding, (2)Chunk of Coal",2818,300,-2668,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Hardened Leather Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Hardened Leather Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",3156,300,-3006,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Hardened Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Hardened Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",3156,300,-3006,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",2730,300,-2580,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Leather Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Leather Straps, (2)Constantan Binding, (2)Chunk of Coal",2730,300,-2580,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Leather Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Leather Straps, (2)Copper Binding, (2)Chunk of Coal",2512,300,-2362,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Leather Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Leather Straps, (2)Iron Binding, (2)Chunk of Coal",2512,300,-2362,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Leather Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Leather Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",2850,300,-2700,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",2850,300,-2700,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Supple Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Supple Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",3036,300,-2886,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Supple Leather Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Supple Leather Straps, (2)Constantan Binding, (2)Chunk of Coal",3036,300,-2886,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Supple Leather Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Supple Leather Straps, (2)Copper Binding, (2)Chunk of Coal",2818,300,-2668,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Supple Leather Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Supple Leather Straps, (2)Iron Binding, (2)Chunk of Coal",2818,300,-2668,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Supple Leather Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Supple Leather Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",3156,300,-3006,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Bronze Plate Chest Armor with Supple Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Bronze Sheet, (3)Supple Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",3156,300,-3006,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Cotton Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Cotton Cloth Strap, (2)Bronze Binding, (2)Chunk of Coal",774,300,-624,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Hardened Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Hardened Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",1074,300,-924,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Hardened Leather Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Hardened Leather Straps, (2)Constantan Binding, (2)Chunk of Coal",1074,300,-924,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Hardened Leather Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Hardened Leather Straps, (2)Copper Binding, (2)Chunk of Coal",856,300,-706,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Hardened Leather Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Hardened Leather Straps, (2)Iron Binding, (2)Chunk of Coal",856,300,-706,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Hardened Leather Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Hardened Leather Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",1194,300,-1044,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Hardened Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Hardened Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",1194,300,-1044,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Copper Plate Chest Armor with Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",768,300,-618,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Cotton Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Cotton Cloth Strap, (2)Bronze Binding, (2)Chunk of Coal",774,300,-624,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Hardened Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Hardened Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",1074,300,-924,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Hardened Leather Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Hardened Leather Straps, (2)Constantan Binding, (2)Chunk of Coal",1074,300,-924,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Hardened Leather Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Hardened Leather Straps, (2)Copper Binding, (2)Chunk of Coal",856,300,-706,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Hardened Leather Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Hardened Leather Straps, (2)Iron Binding, (2)Chunk of Coal",856,300,-706,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Hardened Leather Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Hardened Leather Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",1194,300,-1044,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Hardened Leather Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Hardened Leather Straps, (2)White Iron Binding, (2)Chunk of Coal",1194,300,-1044,Production,Blacksmithing
Plate Chest Armor of Greater Dodge/Iron Plate Chest Armor with Leather Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Leather Straps, (2)Bronze Binding, (2)Chunk of Coal",768,300,-618,Production,Blacksmithing
Plate Chest Armor of Greater Power/Copper Plate Chest Armor with Carapacian Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Carapacian Cloth Straps, (2)Bronze Binding, (2)Chunk of Coal",1098,300,-948,Production,Blacksmithing
Plate Chest Armor of Greater Power/Copper Plate Chest Armor with Carapacian Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Carapacian Cloth Straps, (2)Constantan Binding, (2)Chunk of Coal",1098,300,-948,Production,Blacksmithing
Plate Chest Armor of Greater Power/Copper Plate Chest Armor with Carapacian Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Carapacian Cloth Straps, (2)Copper Binding, (2)Chunk of Coal",880,300,-730,Production,Blacksmithing
Plate Chest Armor of Greater Power/Copper Plate Chest Armor with Carapacian Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Carapacian Cloth Straps, (2)Iron Binding, (2)Chunk of Coal",880,300,-730,Production,Blacksmithing
Plate Chest Armor of Greater Power/Copper Plate Chest Armor with Carapacian Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Carapacian Cloth Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",1218,300,-1068,Production,Blacksmithing
Plate Chest Armor of Greater Power/Copper Plate Chest Armor with Carapacian Strap and White Iron Binding,"Smithing Hammer, Hot Chisel, (6)Copper Sheet, (3)Carapacian Cloth Straps, (2)White Iron Binding, (2)Chunk of Coal",1218,300,-1068,Production,Blacksmithing
Plate Chest Armor of Greater Power/Iron Plate Chest Armor with Carapacian Strap and Bronze Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Carapacian Cloth Straps, (2)Bronze Binding, (2)Chunk of Coal",1098,300,-948,Production,Blacksmithing
Plate Chest Armor of Greater Power/Iron Plate Chest Armor with Carapacian Strap and Constantan Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Carapacian Cloth Straps, (2)Constantan Binding, (2)Chunk of Coal",1098,300,-948,Production,Blacksmithing
Plate Chest Armor of Greater Power/Iron Plate Chest Armor with Carapacian Strap and Copper Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Carapacian Cloth Straps, (2)Copper Binding, (2)Chunk of Coal",880,300,-730,Production,Blacksmithing
Plate Chest Armor of Greater Power/Iron Plate Chest Armor with Carapacian Strap and Iron Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Carapacian Cloth Straps, (2)Iron Binding, (2)Chunk of Coal",880,300,-730,Production,Blacksmithing
Plate Chest Armor of Greater Power/Iron Plate Chest Armor with Carapacian Strap and Meteoric Iron Binding,"Smithing Hammer, Hot Chisel, (6)Iron Sheet, (3)Carapacian Cloth Straps, (2)Meteoric Iron Binding, (2)Chunk of Coal",1218,300,-1068,Production,Blacksmithing
